hcpid,zip,calls
HCP01271,85001,35
HCP01272,66006,41
HCP01273,77001,21
HCP01274,08003,6
HCP01275,08001,33
HCP01276,73001,42
HCP01277,03033,17
HCP01278,04003,41
HCP01279,19703,48
HCP01280,02103,9
HCP01281,60602,29
HCP01282,10004,8
HCP01283,27007,15
HCP01284,58003,35
HCP01285,30004,56
HCP01286,45203,6
HCP01287,46002,29
HCP01288,98003,9
HCP01289,50001,19
HCP01290,94102,13
HCP01291,19102,49
HCP01292,97002,30
HCP01293,59003,33
HCP01294,83203,43
HCP01295,55003,50
HCP01296,68001,20
HCP01297,30002,23
HCP01298,20601,11
HCP01299,10002,43
HCP01300,58001,17
HCP01301,05009,6
HCP01302,63001,50
HCP01303,99503,14
HCP01304,60002,59
HCP01305,43001,13
HCP01306,71601,10
HCP01307,80003,43
HCP01308,85002,37
HCP01309,19701,34
HCP01310,57002,52
HCP01311,02802,49
HCP01312,30303,33
HCP01313,50003,17
HCP01314,02804,54
HCP01315,53001,37
HCP01316,63002,5
HCP01317,12001,34
HCP01318,60001,21
HCP01319,97003,60
HCP01320,33126,47
HCP01321,71603,15
HCP01322,35006,45
HCP01323,66003,55
HCP01324,27007,11
HCP01325,02801,49
HCP01326,27008,20
HCP01327,19701,31
HCP01328,27008,39
HCP01329,04003,16
HCP01330,30301,30
HCP01331,10003,10
HCP01332,16822,5
HCP01333,19703,34
HCP01334,01002,28
HCP01335,16822,22
HCP01336,73002,39
HCP01337,20602,35
HCP01338,30003,55
HCP01339,24702,56
HCP01340,16821,38
HCP01341,66002,58
HCP01342,20003,57
HCP01343,02801,43
HCP01344,83202,57
HCP01345,02804,34
HCP01346,20602,17
HCP01347,38603,40
HCP01348,77001,19
HCP01349,43001,40
HCP01350,33127,10
HCP01351,97003,42
HCP01352,77003,17
HCP01353,02804,41
HCP01354,60602,19
HCP01355,33126,13
HCP01356,55002,39
HCP01357,35006,38
HCP01358,40006,59
HCP01359,57003,40
HCP01360,03032,45
HCP01361,82003,46
HCP01362,20602,10
HCP01363,24702,34
HCP01364,73001,36
HCP01365,16820,36
HCP01366,29001,19
HCP01367,82003,18
HCP01368,82001,60
HCP01369,99501,53
HCP01370,71603,39
HCP01371,35005,51
HCP01372,57002,18
HCP01373,82001,38
HCP01374,75006,19
HCP01375,32003,56
HCP01376,07003,45
HCP01377,84003,8
HCP01378,85003,20
HCP01379,98101,20
HCP01380,98103,33
HCP01381,32003,58
HCP01382,57003,19
HCP01383,90210,53
HCP01384,63005,21
HCP01385,02103,5
HCP01386,80003,57
HCP01387,63001,27
HCP01388,24712,51
HCP01389,58002,46
HCP01390,88904,35
HCP01391,20101,26
HCP01392,59001,60
HCP01393,71601,55
HCP01394,55001,46
HCP01395,50002,28
HCP01396,19102,31
HCP01397,30301,48
HCP01398,53002,9
HCP01399,01003,47
HCP01400,04002,8
HCP01401,03031,33
HCP01402,02103,30
HCP01403,03031,34
HCP01404,87001,8
HCP01405,01002,8
HCP01406,60002,54
HCP01407,45201,14
HCP01408,24712,17
HCP01409,55001,36
HCP01410,38601,29
HCP01411,77002,24
HCP01412,30003,32
HCP01413,85003,26
HCP01414,20102,28
HCP01415,33125,53
HCP01416,02102,14
HCP01417,55003,28
HCP01418,05002,48
HCP01419,94104,19
HCP01420,94105,34
HCP01421,59001,37
HCP01422,38601,60
HCP01423,71602,35
HCP01424,58001,59
HCP01425,80002,16
HCP01426,03031,23
HCP01427,46003,51
HCP01428,20601,20
HCP01429,04003,56
HCP01430,07001,35
HCP01431,53001,48
HCP01432,83202,50
HCP01433,24701,27
HCP01434,10001,14
HCP01435,07002,5
HCP01436,16821,34
HCP01437,19703,27
HCP01438,29003,15
HCP01439,98101,14
HCP01440,19103,37
HCP01441,99501,28
HCP01442,46003,40
HCP01443,88902,51
HCP01444,02802,53
HCP01445,90002,50
HCP01446,80001,45
HCP01447,03032,58
HCP01448,66006,56
HCP01449,35006,16
HCP01450,83203,5
HCP01451,58003,10
HCP01452,87004,42
HCP01453,82001,42
HCP01454,99501,14
HCP01455,59003,11
HCP01456,02804,60
HCP01457,60603,59
HCP01458,85002,26
HCP01459,99502,49
HCP01460,46003,25
HCP01461,80003,16
HCP01462,90001,18
HCP01463,99501,15
HCP01464,20602,53
HCP01465,02101,34
HCP01466,71602,52
HCP01467,94102,50
HCP01468,90212,9
HCP01469,87004,19
HCP01470,98102,26
HCP01471,59002,58
HCP01472,68002,36
HCP01473,73003,24
HCP01474,97002,37
HCP01475,20603,6
HCP01476,35005,24
HCP01477,07002,24
HCP01478,98001,52
HCP01479,06003,41
HCP01480,98003,18
HCP01481,40004,52
HCP01482,20602,20
HCP01483,45201,41
HCP01484,20001,32
HCP01485,96703,7
HCP01486,98001,37
HCP01487,98002,54
HCP01488,08003,44
HCP01489,66002,56
HCP01490,37012,23
HCP01491,60002,30
HCP01492,73003,16
HCP01493,88902,20
HCP01494,20601,7
HCP01495,84001,53
HCP01496,43001,13
HCP01497,02102,28
HCP01498,33125,10
HCP01499,60601,42
HCP01500,27008,24
HCP01501,58003,6
HCP01502,20003,59
HCP01503,50001,22
HCP01504,02802,50
HCP01505,29001,38
HCP01506,43001,53
HCP01507,32006,34
HCP01508,68002,35
HCP01509,53001,13
HCP01510,83203,52
HCP01511,29002,11
HCP01512,12004,35
HCP01513,33125,33
HCP01514,38601,41
HCP01515,75006,41
HCP01516,98103,7
HCP01517,90211,33
HCP01518,75006,16
HCP01519,70001,56
HCP01520,10001,32
HCP01521,68003,20
HCP01522,30302,22
HCP01523,45201,51
HCP01524,48002,46
HCP01525,83202,12
HCP01526,66003,53
HCP01527,02101,52
HCP01528,55003,34
HCP01529,68002,18
HCP01530,50001,36
HCP01531,75002,18
HCP01532,16820,41
HCP01533,90210,11
HCP01534,84001,43
HCP01535,50001,6
HCP01536,94102,56
HCP01537,57002,28
HCP01538,29001,20
HCP01539,01001,39
HCP01540,73003,15
HCP01541,94103,8
HCP01542,19703,38
HCP01543,57001,41
HCP01544,33127,28
HCP01545,02103,40
HCP01546,88902,37
HCP01547,73001,26
HCP01548,85001,40
HCP01549,16822,32
HCP01550,68003,14
HCP01551,30002,50
HCP01552,73001,16
HCP01553,63005,59
HCP01554,96704,48
HCP01555,82003,20
HCP01556,37010,17
HCP01557,85002,26
HCP01558,97002,25
HCP01559,60602,20
HCP01560,88901,60
HCP01561,98003,58
HCP01562,96703,57
HCP01563,97003,12
HCP01564,87002,14
HCP01565,59001,9
HCP01566,29002,11
HCP01567,58001,46
HCP01568,94104,21
HCP01569,29001,51
HCP01570,99501,9
HCP01571,60001,10
HCP01572,04003,22
HCP01573,96701,15
HCP01574,29003,30
HCP01575,20601,7
HCP01576,37012,58
HCP01577,60602,36
HCP01578,55002,32
HCP01579,46002,13
HCP01580,10004,55
HCP01581,19702,55
HCP01582,98102,51
HCP01583,50003,47
HCP01584,60002,23
HCP01585,27007,17
HCP01586,40006,53
HCP01587,35005,37
HCP01588,20102,17
HCP01589,12004,5
HCP01590,68003,38
HCP01591,94102,56
HCP01592,66003,38
HCP01593,84003,6
HCP01594,45201,35
HCP01595,75001,31
HCP01596,20002,9
HCP01597,94105,50
HCP01598,35005,37
HCP01599,01003,27
HCP01600,68001,58
HCP01601,33125,17
HCP01602,50001,10
HCP01603,63005,26
HCP01604,48002,32
HCP01605,99503,14
HCP01606,29003,46
HCP01607,88904,43
HCP01608,80003,18
HCP01609,84003,26
HCP01610,87002,28
HCP01611,88904,31
HCP01612,85003,35
HCP01613,94105,52
HCP01614,20102,32
HCP01615,24701,40
HCP01616,57001,51
HCP01617,60603,51
HCP01618,55002,22
HCP01619,53002,49
HCP01620,08001,30
HCP01621,94105,37
HCP01622,53001,35
HCP01623,90003,44
HCP01624,19102,13
HCP01625,80003,48
HCP01626,75002,26
HCP01627,96704,29
HCP01628,90003,25
HCP01629,20003,12
HCP01630,87002,50
HCP01631,01002,45
HCP01632,77002,25
HCP01633,30301,11
HCP01634,68001,15
HCP01635,88904,29
HCP01636,90003,16
HCP01637,02801,55
HCP01638,60602,31
HCP01639,55002,54
HCP01640,02102,17
HCP01641,10002,11
HCP01642,20601,44
HCP01643,30302,6
HCP01644,20101,54
HCP01645,59001,23
HCP01646,60601,34
HCP01647,45203,22
HCP01648,05001,22
HCP01649,94105,34
HCP01650,40006,28
HCP01651,71602,30
HCP01652,20102,55
HCP01653,83203,39
HCP01654,07002,35
HCP01655,60002,56
HCP01656,02103,48
HCP01657,37011,28
HCP01658,53003,20
HCP01659,06002,6
HCP01660,70001,59
HCP01661,40004,58
HCP01662,08003,41
HCP01663,10004,13
HCP01664,33127,46
HCP01665,10002,12
HCP01666,53001,12
HCP01667,71603,10
HCP01668,40004,59
HCP01669,53002,10
HCP01670,06001,9
HCP01671,98102,18
HCP01672,50001,52
HCP01673,30004,29
HCP01674,37011,11
HCP01675,71601,7
HCP01676,77003,42
HCP01677,30002,58
HCP01678,07003,57
HCP01679,59002,26
HCP01680,50003,18
HCP01681,90211,58
HCP01682,03031,9
HCP01683,71602,6
HCP01684,20602,45
HCP01685,97002,26
HCP01686,04002,25
HCP01687,97003,20
HCP01688,71601,12
HCP01689,58001,33
HCP01690,20001,54
HCP01691,97001,47
HCP01692,83203,14
HCP01693,98101,9
HCP01694,99502,14
HCP01695,90212,53
HCP01696,90210,24
HCP01697,80002,6
HCP01698,24701,19
HCP01699,19103,50
HCP01700,30004,33
HCP01701,63001,47
HCP01702,46003,48
HCP01703,59003,11
HCP01704,37010,38
HCP01705,77002,8
HCP01706,33126,22
HCP01707,19702,7
HCP01708,05001,36
HCP01709,20603,50
HCP01710,19102,48
HCP01711,08002,35
HCP01712,45202,12
HCP01713,48001,24
HCP01714,24702,10
HCP01715,60003,33
HCP01716,32006,48
HCP01717,83203,56
HCP01718,07002,30
HCP01719,70003,42
HCP01720,85002,45
HCP01721,43002,13
HCP01722,58001,52
HCP01723,85002,12
HCP01724,01002,47
HCP01725,32004,47
HCP01726,03033,42
HCP01727,30002,56
HCP01728,96704,29
HCP01729,77001,18
HCP01730,35004,59
HCP01731,80001,14
HCP01732,35005,51
HCP01733,10002,39
HCP01734,80001,11
HCP01735,53003,22
HCP01736,60003,37
HCP01737,29003,35
HCP01738,02804,27
HCP01739,30302,59
HCP01740,97001,49
HCP01741,58001,54
HCP01742,87004,27
HCP01743,33126,34
HCP01744,20102,14
HCP01745,38603,30
HCP01746,80003,59
HCP01747,19701,17
HCP01748,80002,41
HCP01749,82001,32
HCP01750,80003,20
HCP01751,46001,17
HCP01752,12004,17
HCP01753,88901,49
HCP01754,57002,21
HCP01755,37010,22
HCP01756,98101,41
HCP01757,08002,59
HCP01758,99501,58
HCP01759,35005,11
HCP01760,84001,46
HCP01761,84002,22
HCP01762,40004,43
HCP01763,08002,38
HCP01764,24712,52
HCP01765,98002,51
HCP01766,46003,25
HCP01767,43002,32
HCP01768,37010,29
HCP01769,80002,15
HCP01770,35005,5
HCP01771,43002,44
HCP01772,66006,34
HCP01773,75001,37
HCP01774,24712,47
HCP01775,40004,39
HCP01776,94105,48
HCP01777,05009,59
HCP01778,30303,7
HCP01779,02101,25
HCP01780,94102,38
HCP01781,58003,10
HCP01782,27007,36
HCP01783,33127,9
HCP01784,94104,53
HCP01785,66002,36
HCP01786,60002,16
HCP01787,85003,30
HCP01788,20102,46
HCP01789,27006,37
HCP01790,90211,18
HCP01791,73002,26
HCP01792,06001,40
HCP01793,96703,18
HCP01794,77001,49
HCP01795,94102,16
HCP01796,02101,37
HCP01797,24701,47
HCP01798,94103,38
HCP01799,05001,35
HCP01800,96703,52
HCP01801,73002,43
HCP01802,99502,14
HCP01803,40003,23
HCP01804,58003,54
HCP01805,88901,37
HCP01806,94105,34
HCP01807,97001,46
HCP01808,98003,17
HCP01809,08003,49
HCP01810,08001,54
HCP01811,75006,40
HCP01812,08002,50
HCP01813,02802,14
HCP01814,35004,19
HCP01815,59001,37
HCP01816,38601,57
HCP01817,84002,17
HCP01818,16820,6
HCP01819,07002,32
HCP01820,43003,44
HCP01821,10003,24
HCP01822,60603,9
HCP01823,02801,31
HCP01824,60602,45
HCP01825,24712,49
HCP01826,60603,35
HCP01827,02801,46
HCP01828,05002,8
HCP01829,98002,59
HCP01830,03032,10
HCP01831,07002,59
HCP01832,59001,38
HCP01833,70002,38
HCP01834,29002,52
HCP01835,57003,34
HCP01836,12001,34
HCP01837,98102,29
HCP01838,60601,27
HCP01839,82001,46
HCP01840,71602,34
HCP01841,60002,36
HCP01842,99502,31
HCP01843,63005,17
HCP01844,77003,47
HCP01845,90002,38
HCP01846,82001,35
HCP01847,04001,39
HCP01848,90210,35
HCP01849,94102,6
HCP01850,96703,5
HCP01851,96701,59
HCP01852,19104,58
HCP01853,85002,6
HCP01854,83203,14
HCP01855,40006,35
HCP01856,58003,16
HCP01857,02101,22
HCP01858,85001,22
HCP01859,40004,42
HCP01860,75001,32
HCP01861,82003,47
HCP01862,85001,7
HCP01863,08001,24
HCP01864,50002,54
HCP01865,45202,28
HCP01866,58001,27
HCP01867,50001,39
HCP01868,02102,42
HCP01869,48002,60
HCP01870,71601,56
HCP01871,97003,15
HCP01872,80003,13
HCP01873,87001,18
HCP01874,08003,47
HCP01875,96703,15
HCP01876,80003,29
HCP01877,59002,60
HCP01878,30002,22
HCP01879,90003,52
HCP01880,98003,11
HCP01881,88904,40
HCP01882,43003,56
HCP01883,45203,59
HCP01884,20603,18
HCP01885,73001,49
HCP01886,05001,40
HCP01887,46003,20
HCP01888,20103,54
HCP01889,50001,25
HCP01890,82001,57
HCP01891,10003,28
HCP01892,85003,31
HCP01893,66003,57
HCP01894,04002,56
HCP01895,96704,47
HCP01896,96704,24
HCP01897,84001,60
HCP01898,97001,27
HCP01899,33127,40
HCP01900,94104,42
HCP01901,19103,42
HCP01902,60001,14
HCP01903,16821,32
HCP01904,03032,47
HCP01905,20101,15
HCP01906,63001,39
HCP01907,29002,12
HCP01908,57002,36
HCP01909,43003,19
HCP01910,71601,33
HCP01911,70003,55
HCP01912,12004,10
HCP01913,68003,32
HCP01914,12004,8
HCP01915,50001,29
HCP01916,68002,18
HCP01917,58001,11
HCP01918,85002,25
HCP01919,84002,27
HCP01920,68002,55
HCP01921,02101,8
HCP01922,30002,47
HCP01923,85002,46
HCP01924,19102,15
HCP01925,59001,36
HCP01926,43003,20
HCP01927,45201,43
HCP01928,20101,33
HCP01929,40003,11
HCP01930,30301,47
HCP01931,19702,23
HCP01932,20002,58
HCP01933,40003,26
HCP01934,20002,9
HCP01935,97002,18
HCP01936,98002,13
HCP01937,85002,22
HCP01938,24701,37
HCP01939,68002,60
HCP01940,90001,8
HCP01941,87004,19
HCP01942,27008,23
HCP01943,57001,34
HCP01944,04002,28
HCP01945,71603,30
HCP01946,02103,33
HCP01947,60001,25
HCP01948,66002,47
HCP01949,68003,12
HCP01950,02101,17
HCP01951,02802,34
HCP01952,98102,23
HCP01953,04003,30
HCP01954,45201,51
HCP01955,45202,25
HCP01956,38601,60
HCP01957,58002,9
HCP01958,57002,9
HCP01959,19703,32
HCP01960,63001,52
HCP01961,37010,11
HCP01962,98102,60
HCP01963,19702,40
HCP01964,75001,19
HCP01965,97003,49
HCP01966,97002,11
HCP01967,27008,50
HCP01968,80002,50
HCP01969,38603,24
HCP01970,59001,21
HCP01971,20101,45
HCP01972,75006,20
HCP01973,04001,14
HCP01974,03032,47
HCP01975,04002,50
HCP01976,99502,37
HCP01977,30301,9
HCP01978,10003,21
HCP01979,77002,37
HCP01980,33127,30
HCP01981,19702,9
HCP01982,68001,24
HCP01983,82003,15
HCP01984,04002,23
HCP01985,59002,17
HCP01986,20103,54
HCP01987,02101,25
HCP01988,83203,14
HCP01989,60003,17
HCP01990,60602,48
HCP01991,58003,39
HCP01992,97003,44
HCP01993,80003,49
HCP01994,70002,49
HCP01995,20001,40
HCP01996,55002,16
HCP01997,32004,8
HCP01998,19703,29
HCP01999,20103,29
HCP02000,20102,12
HCP02001,70002,26
HCP02002,05009,43
HCP02003,98003,6
HCP02004,57001,34
HCP02005,07003,10
HCP02006,66003,14
HCP02007,08002,28
HCP02008,10003,20
HCP02009,20001,29
HCP02010,12004,58
HCP02011,43001,16
HCP02012,06003,57
HCP02013,80002,5
HCP02014,06003,56
HCP02015,98001,37
HCP02016,96701,50
HCP02017,63002,36
HCP02018,20103,30
HCP02019,04002,25
HCP02020,46003,18
HCP02021,46003,22
HCP02022,99501,17
HCP02023,50002,9
HCP02024,75001,17
HCP02025,85001,5
HCP02026,50001,36
HCP02027,90003,53
HCP02028,98001,26
HCP02029,83202,13
HCP02030,87002,58
HCP02031,73002,51
HCP02032,96704,44
HCP02033,55003,34
HCP02034,05001,17
HCP02035,10001,57
HCP02036,29003,43
HCP02037,43002,43
HCP02038,53003,58
HCP02039,99503,52
HCP02040,82002,27
HCP02041,08001,30
HCP02042,97002,58
HCP02043,32004,38
HCP02044,60601,19
HCP02045,03032,56
HCP02046,12004,38
HCP02047,87001,39
HCP02048,97002,6
HCP02049,30303,37
HCP02050,08001,35
HCP02051,50002,24
HCP02052,30004,20
HCP02053,30004,42
HCP02054,43002,20
HCP02055,60003,48
HCP02056,99502,38
HCP02057,40003,46
HCP02058,19703,60
HCP02059,07001,49
HCP02060,66002,20
HCP02061,20102,14
HCP02062,58002,35
HCP02063,73001,42
HCP02064,40003,59
HCP02065,02804,46
HCP02066,19103,27
HCP02067,98103,48
HCP02068,16820,57
HCP02069,24712,18
HCP02070,98001,35
HCP02071,73002,8
HCP02072,04002,16
HCP02073,35004,21
HCP02074,53003,39
HCP02075,70003,5
HCP02076,80003,52
HCP02077,16822,9
HCP02078,83202,25
HCP02079,57002,51
HCP02080,20001,23
HCP02081,60003,38
HCP02082,63001,25
HCP02083,70001,34
HCP02084,24701,52
HCP02085,63001,39
HCP02086,58001,15
HCP02087,99501,10
HCP02088,45202,5
HCP02089,37012,49
HCP02090,35006,22
HCP02091,46002,42
HCP02092,40003,25
HCP02093,83203,55
HCP02094,10003,48
HCP02095,29002,34
HCP02096,16821,42
HCP02097,32004,18
HCP02098,08001,60
HCP02099,58003,7
HCP02100,50001,57
HCP02101,48001,35
HCP02102,03032,41
HCP02103,45201,58
HCP02104,97001,13
HCP02105,73002,21
HCP02106,33125,59
HCP02107,70003,50
HCP02108,07001,48
HCP02109,53002,47
HCP02110,66002,57
HCP02111,46003,33
HCP02112,85003,41
HCP02113,50002,28
HCP02114,20003,29
HCP02115,38602,55
HCP02116,80001,47
HCP02117,20103,31
HCP02118,68001,12
HCP02119,66006,28
HCP02120,01001,48
HCP02121,06003,37
HCP02122,08001,39
HCP02123,63005,47
HCP02124,59002,18
HCP02125,90003,15
HCP02126,98102,7
HCP02127,82001,23
HCP02128,16821,59
HCP02129,40003,21
HCP02130,87002,56
HCP02131,98002,26
HCP02132,37010,27
HCP02133,50001,39
HCP02134,71603,21
HCP02135,03033,38
HCP02136,02101,5
HCP02137,75001,20
HCP02138,77002,58
HCP02139,37012,11
HCP02140,87002,18
HCP02141,37012,46
HCP02142,20102,49
HCP02143,29001,11
HCP02144,99501,33
HCP02145,12001,60
HCP02146,24701,26
HCP02147,99503,21
HCP02148,10001,47
HCP02149,77002,38
HCP02150,29001,38
HCP02151,03033,38
HCP02152,01002,60
HCP02153,08001,26
HCP02154,45201,12
HCP02155,45203,16
HCP02156,19702,35
HCP02157,02801,24
HCP02158,88904,50
HCP02159,87001,55
HCP02160,53003,12
HCP02161,06002,32
HCP02162,63002,6
HCP02163,40006,31
HCP02164,20003,22
HCP02165,94104,41
HCP02166,32006,45
HCP02167,96704,19
HCP02168,88902,53
HCP02169,60003,36
HCP02170,70002,47
HCP02171,20602,58
HCP02172,02802,38
HCP02173,48002,10
HCP02174,16820,45
HCP02175,20602,5
HCP02176,38601,54
HCP02177,03033,39
HCP02178,38602,26
HCP02179,94103,42
HCP02180,12002,21
HCP02181,06003,32
HCP02182,27007,30
HCP02183,68001,53
HCP02184,20603,18
HCP02185,57003,10
HCP02186,98101,26
HCP02187,71603,19
HCP02188,70002,45
HCP02189,73003,24
HCP02190,19102,57
HCP02191,84001,54
HCP02192,87001,60
HCP02193,60003,31
HCP02194,99503,18
HCP02195,43002,43
HCP02196,45201,21
HCP02197,40004,44
HCP02198,43001,15
HCP02199,88904,16
HCP02200,12001,60
HCP02201,05001,6
HCP02202,06003,26
HCP02203,10001,5
HCP02204,60601,36
HCP02205,70003,51
HCP02206,27008,28
HCP02207,16822,53
HCP02208,16821,35
HCP02209,55002,23
HCP02210,30002,36
HCP02211,96703,36
HCP02212,90003,59
HCP02213,60603,15
HCP02214,85002,53
HCP02215,06001,53
HCP02216,58002,57
HCP02217,38601,34
HCP02218,71602,52
HCP02219,40006,58
HCP02220,30302,14
HCP02221,90001,12
HCP02222,27007,23
HCP02223,94102,33
HCP02224,90002,15
HCP02225,85001,30
HCP02226,57001,35
HCP02227,20002,36
HCP02228,20001,10
HCP02229,20601,34
HCP02230,06003,23
HCP02231,71603,35
HCP02232,58001,16
HCP02233,60602,17
HCP02234,03031,52
HCP02235,02801,33
HCP02236,30003,37
HCP02237,20003,33
HCP02238,01003,18
HCP02239,99503,15
HCP02240,75002,55
HCP02241,35006,39
HCP02242,30003,52
HCP02243,50003,49
HCP02244,60602,34
HCP02245,32004,42
HCP02246,30301,32
HCP02247,46001,56
HCP02248,90212,32
HCP02249,29002,13
HCP02250,27008,27
HCP02251,59003,42
HCP02252,90212,17
HCP02253,30301,10
HCP02254,48003,6
HCP02255,96703,26
HCP02256,12001,9
HCP02257,80003,37
HCP02258,68001,7
HCP02259,24702,51
HCP02260,20603,57
HCP02261,60003,55
HCP02262,10001,15
HCP02263,32004,36
HCP02264,99501,29
HCP02265,77002,35
HCP02266,16821,9
HCP02267,20102,12
HCP02268,63001,18
HCP02269,99501,20
HCP02270,10004,40
HCP02271,01001,7
HCP02272,70003,49
HCP02273,01002,43
HCP02274,19701,25
HCP02275,57003,25
HCP02276,83203,33
HCP02277,10001,35
HCP02278,05001,34
HCP02279,90002,25
HCP02280,35005,58
HCP02281,77003,38
HCP02282,06001,31
HCP02283,27006,60
HCP02284,06001,20
HCP02285,97003,23
HCP02286,16820,32
HCP02287,19702,14
HCP02288,98103,9
HCP02289,07001,9
HCP02290,75001,23
HCP02291,20001,40
HCP02292,60002,50
HCP02293,04003,17
HCP02294,68002,29
HCP02295,50003,13
HCP02296,07002,5
HCP02297,12001,41
HCP02298,20601,60
HCP02299,75002,24
HCP02300,55003,22
HCP02301,43001,60
HCP02302,59002,56
HCP02303,50002,53
HCP02304,98003,59
HCP02305,98101,48
HCP02306,02101,28
HCP02307,97003,30
HCP02308,02101,23
HCP02309,19702,39
HCP02310,05002,21
HCP02311,16820,39
HCP02312,04001,39
HCP02313,16822,18
HCP02314,08001,7
HCP02315,37012,54
HCP02316,03033,22
HCP02317,45203,5
HCP02318,27006,22
HCP02319,80003,46
HCP02320,60603,21
HCP02321,98102,6
HCP02322,30003,37
HCP02323,08001,37
HCP02324,10002,37
HCP02325,99502,42
HCP02326,55001,6
HCP02327,32003,37
HCP02328,05009,25
HCP02329,80003,38
HCP02330,07003,54
HCP02331,12004,44
HCP02332,63001,38
HCP02333,71601,15
HCP02334,02103,16
HCP02335,94104,5
HCP02336,07003,44
HCP02337,70001,60
HCP02338,10001,29
HCP02339,10004,9
HCP02340,96704,33
HCP02341,73003,46
HCP02342,83203,21
HCP02343,40006,54
HCP02344,99503,15
HCP02345,40006,46
HCP02346,53002,26
HCP02347,88904,32
HCP02348,01002,34
HCP02349,68001,17
HCP02350,02102,17
HCP02351,20001,22
HCP02352,94104,8
HCP02353,73003,6
HCP02354,02804,5
HCP02355,60602,10
HCP02356,94104,49
HCP02357,43001,44
HCP02358,77001,19
HCP02359,50001,13
HCP02360,75001,15
HCP02361,27007,14
HCP02362,60603,24
HCP02363,35006,49
HCP02364,90211,31
HCP02365,77001,7
HCP02366,40003,53
HCP02367,24701,44
HCP02368,63005,48
HCP02369,94104,44
HCP02370,58001,19
HCP02371,19703,13
HCP02372,20103,40
HCP02373,20102,53
HCP02374,29002,29
HCP02375,08001,56
HCP02376,68001,46
HCP02377,06002,39
HCP02378,71603,18
HCP02379,48003,40
HCP02380,80002,9
